Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude
Toronto,Toronto C01,Bay Street Corridor,1888,,36,1251,111,Elizabeth,111 Elizabeth St 1251 Toronto,M5G 1P7,0,,0,0,1,Open,Condo Apt Apartment,0-499,,Sold,E,Y,1,Owned,"Exercise Room, Indoor Pool, Recreation Room, Sauna",391,"1,992",C8159914,3/20/2024,"$546,000","$503,000","$546,000","$503,000",92,5/7/2024,6/14/2024,48,Owner,,,,,,,TRUSTWELL REALTY INC.,3/20/2024,"TRUSTWELL REALTY INC., BROKERAGE",5/17/2024,"111 Elizabeth st, Toronto, ON, Canada","111 Elizabeth St, Toronto, ON M5G 1P7, Canada",43.6551126,-79.3848059
Toronto,Toronto C01,Waterfront Communities C1,2700,,5,1506,87,Peter,87 Peter St 1506 Toronto,M5V 0P1,0,,0,0,1,Jlte,Condo Apt Bachelor/Studio,0-499,0-5,SUS,W,,0,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna",323.78,"1,792.27",C8277022,4/27/2024,"$508,000","$508,000","$508,000",,,,,23,445 As Per Builder,5/20/2024,5/21/2024,,,,,REALTY ASSOCIATES INC.,4/27/2024,,5/21/2024,"87 Peter st, Toronto, ON, Canada","87 Peter St, Toronto, ON M5V 0P1, Canada",43.6468737,-79.392387
Toronto,Toronto C01,Waterfront Communities C1,2510,,9,1009,14,York,14 York St 1009 Toronto,M5J 0A9,1,1,1 + 1,2,1,,Condo Apt Apartment,500-599,10-Jun,Sold,N,,0,,"Bus Ctr (Wifi Bldg), Concierge, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room",413.87,"2,591.81",C8147696,3/16/2024,"$528,000","$510,000","$528,000","$510,000",97,5/16/2024,6/14/2024,61,Builder,,,,,,,RE/MAX ALL-STARS REALTY INC.,3/16/2024,"BAY STREET GROUP INC., BROKERAGE",5/17/2024,"14 York st, Toronto, ON, Canada","14 York St, Toronto, ON M5J 0B1, Canada",43.6419657,-79.3815389
Toronto,Toronto C01,Niagara,2895,Liberty Central 2,6,1306,49,East Liberty,49 East Liberty St 1306 Toronto,M6K 0B2,1,,1,1,1,Open,Condo Apt Apartment,500-599,0-5,Sold,Se,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",317.1,"2,012",C8258656,4/22/2024,"$549,000","$525,000","$529,000","$525,000",99,5/21/2024,6/4/2024,31,Builder,,,,,,,LIVING REALTY INC.,4/20/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/22/2024,"49 East Liberty st, Toronto, ON, Canada","49 E Liberty St, Toronto, ON M6K 0B2, Canada",43.63883,-79.411635
Toronto,Toronto C01,Bay Street Corridor,2444,Nicholas Residence,1,3001,75,St Nicholas,75 St Nicholas St 3001 Toronto,M4Y 0A5,0,,0,0,1,Open,Condo Apt Apartment,0-499,,TER,E,,0,,"Concierge, Exercise Room, Gym, Party/Meeting Room, Recreation Room",365.91,"2,265.34",C8233544,4/15/2024,"$538,800","$538,800","$538,800",,,,,37,As Per Builder,,,5/22/2024,5/22/2024,,,HOMELIFE LANDMARK REALTY INC.,4/15/2024,,5/22/2024,"75 St Nicholas st, Toronto, ON, Canada","75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.6677586,-79.386446
Toronto,Toronto C01,Bay Street Corridor,1866,,7,707,763,Bay,763 Bay St 707 Toronto,M5G 2R3,0,1,0 + 1,1,1,,Condo Apt Apartment,0-499,,TER,S,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",351.48,"2,578.48",C8313614,5/7/2024,"$539,900","$539,900","$539,900",,,,,14,Builder's Floor Plan,,,5/21/2024,5/22/2024,128660088,1.90E+14,CLOUD REALTY,5/7/2024,,5/22/2024,"763 Bay st, Toronto, ON, Canada","763 Bay St., Toronto, ON M5G 2R3, Canada",43.6599948,-79.3851994
Toronto,Toronto C01,Waterfront Communities C1,2128,,17,4006,55,Bremner,55 Bremner Blvd 4006 Toronto,M5J 0A6,1,,1,1,1,Open,Condo Apt Apartment,0-499,,Sold,Se,,0,,,436.53,"2,058.78",C8145046,3/15/2024,"$649,999","$542,500","$579,900","$542,500",94,5/21/2024,6/24/2024,67,Builder,,,,,761300682,1.90E+14,HOMELIFE LANDMARK REALTY INC.,3/15/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/23/2024,"55 Bremner st, Toronto, ON, Canada","Maple Leaf Square, 55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.642884,-79.3804767
Toronto,Toronto C01,Waterfront Communities C1,2534,,408,408,38,Stewart,38 Stewart St 408 Toronto,M5V 1H6,1,,1,1,1,,Condo Apt Apartment,0-499,,TER,N,,0,Exclusive,"Concierge, Gym",439.18,"2,278.66",C8189310,4/2/2024,"$549,000","$544,000","$544,000",,,,,51,480 Sqft - Owner,,,5/23/2024,5/23/2024,765340076,1.90E+14,RE/MAX REALTY SPECIALISTS INC.,4/2/2024,,5/23/2024,"38 Stewart st, Toronto, ON, Canada","38 Stewart St, Toronto, ON M5V 0H1, Canada",43.6436396,-79.4012367
Toronto,Toronto C01,Waterfront Communities C1,989,,13,313,10,Queens,10 Queens Quay W 313 Toronto,M5J 2R9,1,,1,1,1,Terr,Condo Apt Apartment,500-599,31-50,Sold,E,Y,1,Owned,"Bike Storage, Concierge, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room",664.53,"1,738.98",C8289298,4/30/2024,"$579,000","$548,000","$579,000","$548,000",95,5/17/2024,6/13/2024,17,500 + 250 iguide,,,,,,,BOSLEY REAL ESTATE LTD.,4/30/2024,"RE/MAX PLUS CITY TEAM INC., BROKERAGE",5/21/2024,"10 Queens st, Toronto, ON, Canada","10 Queen St E, Toronto, ON M5C, Canada",43.6529344,-79.3783172
Toronto,Toronto C01,Bay Street Corridor,2516,,6,406,5,St Joseph,5 St Joseph St 406 Toronto,M4Y 1J6,0,,0,0,1,,Condo Apt Bachelor/Studio,0-499,10-Jun,EXP,S,,0,,"Bike Storage, Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",276.57,"1,728.78",C8090520,2/24/2024,"$548,000","$548,000","$548,000",,,,,88,0-499,,,,,765160089,1.90E+14,BAY STREET GROUP INC.,2/24/2024,,5/23/2024,"5 St Joseph st, Toronto, ON, Canada","5 St Joseph St, Toronto, ON M4Y 1Z3, Canada",43.6657586,-79.3856777
Toronto,Toronto C01,Waterfront Communities C1,1549,Icon By Tridel,1,1726,250,Wellington,250 Wellington St W 1726 Toronto,M5V 3P6,1,,1,1,1,Open,Condo Apt Apartment,500-599,16-30,Sold,N,,1,,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",593.84,"2,245.35",C8181764,3/28/2024,"$588,000","$555,000","$588,000","$555,000",94,5/3/2024,5/31/2024,36,572 Sf Per Builder's Plan,,,,,125490300,1.90E+14,ROYAL LEPAGE VISION REALTY,3/28/2024,"ROYAL LEPAGE VISION REALTY, BROKERAGE",5/17/2024,"250 Wellington st, Toronto, ON, Canada","250 Wellington St W, Toronto, ON M5V 3P6, Canada",43.6450815,-79.3907808
Toronto,Toronto C01,Niagara,2181,,6,907,215,Fort York,215 Fort York Blvd 907 Toronto,M5V 4A2,1,,1,1,1,Open,Condo Apt Apartment,500-599,15-Nov,Sold,Sw,,0,Owned,"Concierge, Exercise Room, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",454.82,"1,852.20",C8330870,5/12/2024,"$499,000","$557,500","$499,000","$557,500",112,5/21/2024,7/20/2024,9,Bldr,,,,,,,PSR,5/12/2024,"SUPERSTARS REALTY LTD., BROKERAGE",5/23/2024,"215 Fort York st, Toronto, ON, Canada","215 Fort York Blvd, Toronto, ON M5V 4A2, Canada",43.6366434,-79.4046054
Toronto,Toronto C01,Waterfront Communities C1,2307,,15,515,169,Fort York,169 Fort York Blvd 515 Toronto,M5V 0C8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,Sold,S,Y,1,Owned,,448.63,"2,205.30",C8303420,5/3/2024,"$584,900","$560,000","$584,900","$560,000",96,5/23/2024,6/13/2024,20,Floor Plan,,,,,763070100,1.90E+14,ROYAL LEPAGE SIGNATURE REALTY,5/3/2024,"RE/MAX IMPACT REALTY, BROKERAGE",5/23/2024,"169 Fort York st, Toronto, ON, Canada","169 Fort York Blvd, Toronto, ON M5V 0C8, Canada",43.6384989,-79.4009491
Toronto,Toronto C01,Waterfront Communities C1,2546,King Charlotte,5,Ph05,11,Charlotte,11 Charlotte St Ph05 Toronto,M5V 0M6,1,,1,1,1,Terr,Condo Apt Apartment,0-499,,Sold,N,,0,Owned,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",456.06,"2,345",C8306058,5/4/2024,"$568,800","$562,800","$568,800","$562,800",99,5/6/2024,6/14/2024,2,As Per The Seller,,,,,,,RE/MAX HALLMARK ARI ZADEGAN GROUP REALTY,5/4/2024,"GILBERT REALTY INC., BROKERAGE",5/22/2024,"11 Charlotte st, Toronto, ON, Canada","11 Charlotte St, Toronto, ON M5V 0M6, Canada",43.6464437,-79.3935842
Toronto,Toronto C01,Niagara,2322,,6,628,85,East Liberty,85 East Liberty St 628 Toronto,M6K 3R4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,N,,0,Owned,,413.74,"1,952.18",C8291068,5/1/2024,"$529,000","$563,000","$529,000","$563,000",106,5/15/2024,6/17/2024,14,As Per Mpac,,,,,,,HOMELIFE NEW WORLD REALTY INC.,5/1/2024,"ROYAL LEPAGE REALTY CENTRE, BROKERAGE",5/16/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672
Toronto,Toronto C01,Waterfront Communities C1,2603,The Bisha,10,2910,88,Blue Jays,88 Blue Jays Way 2910 Toronto,M5V 2G6,0,,0,0,1,Open,Condo Apt Apartment,0-499,0-5,TER,E,,0,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",412.49,"2,303",C8071194,2/15/2024,"$463,000","$568,000","$568,000",,,,,98,As Per Builder,,,5/21/2024,5/21/2024,,,CENTURY 21 ATRIA REALTY INC.,2/13/2024,,5/21/2024,"88 Blue Jays st, Toronto, ON, Canada","88 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.6455046,-79.3924571
Toronto,Toronto C01,Waterfront Communities C1,2381,,7,707,508,Wellington,508 Wellington St W 707 Toronto,M5V 0K8,1,,1,1,1,Open,Condo Apt Apartment,0-499,10-Jun,TER,N,,0,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room",440.39,"1,918.87",C8133530,3/11/2024,"$569,900","$569,900","$569,900",,,,,71,Floor Plan,,,5/21/2024,5/21/2024,,,GFA REALTY LTD.,3/11/2024,,5/21/2024,"508 Wellington st, Toronto, ON, Canada","508 Wellington St W, Toronto, ON M5V 0K8, Canada",43.6434202,-79.3991997
Toronto,Toronto C01,Waterfront Communities C1,1949,,4,3305,11,Brunel,11 Brunel Crt 3305 Toronto,M5V 3Y3,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,N,Y,1,Owned,"Concierge, Exercise Room, Games Room, Guest Suites, Gym, Visitor Parking",472.03,"2,152.07",C8291316,5/1/2024,"$499,999","$570,000","$579,999","$570,000",98,5/14/2024,6/20/2024,13,As Per Builder,,,,,,1.90E+14,RIGHT AT HOME REALTY,5/1/2024,"RE/MAX WEST REALTY INC., BROKERAGE",5/22/2024,"11 Brunel st, Toronto, ON, Canada","11 Brunel St, Maple, ON L6A 0R4, Canada",43.856356,-79.4930834
Toronto,Toronto C01,Bay Street Corridor,2736,Yc Condos,2,5302,7,Grenville,7 Grenville St 5302 Toronto,M4Y 0E9,0,,0,0,1,Open,Condo Apt Apartment,0-499,10-Jun,TER,W,,0,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",275.03,"1,978.83",C8229058,4/12/2024,"$598,900","$570,000","$570,000",,,,,41,As Per Plan,,,5/23/2024,5/23/2024,,,HOMELIFE LANDMARK REALTY INC.,4/12/2024,,5/23/2024,"7 Grenville st, Toronto, ON, Canada","7 Grenville St, Toronto, ON M4Y 0E9, Canada",43.6619393,-79.3838729
Toronto,Toronto C01,Waterfront Communities C1,1441,Icon,21,421,270,Wellington,270 Wellington St W 421 Toronto,M5V 3P5,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,,SUS,N,Y,1,,,652.37,"2,253.01",C8316344,5/8/2024,"$575,000","$575,000","$575,000",,,,,15,588 Sqft By Mpac,5/22/2024,5/22/2024,,,,,KINGSWAY REAL ESTATE,5/7/2024,,5/22/2024,"270 Wellington st, Toronto, ON, Canada","270 Wellington St W, Toronto, ON M5V 3P5, Canada",43.6450977,-79.3908351
Toronto,Toronto C01,University,1950,Mosaic,6,306,736,Spadina,736 Spadina Ave 306 Toronto,M5S 2J6,1,,1,1,1,Open,Condo Apt Apartment,500-599,15-Nov,Sold,W,,0,Owned,,455.11,"2,585.15",C8290936,4/30/2024,"$589,900","$579,000","$589,900","$579,000",98,5/16/2024,6/21/2024,18,576Sf Per Owner,,,,,129500022,1.90E+14,SUTTON GROUP-ASSOCIATES REALTY INC.,4/28/2024,"ROYAL LEPAGE TERREQUITY PLATINUM REALTY, BROKERAGE",5/16/2024,"736 Spadina st, Toronto, ON, Canada","736 Spadina Ave., Toronto, ON M5S 2J6, Canada",43.6658308,-79.4035252
Toronto,Toronto C01,Niagara,2859,,12,1412,49,East Liberty,49 East Liberty St 1412 Toronto,M6K 0B2,1,1,1 + 1,2,1,Open,Condo Apt Multi-Level,500-599,,Sold,Se,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",446,"2,496.14",C8190142,4/2/2024,"$579,000","$579,000","$579,000","$579,000",100,4/18/2024,6/4/2024,16,Builder Plan,,,,,,,WINPAX REALTY INC.,4/2/2024,"RIGHT AT HOME REALTY, BROKERAGE",5/16/2024,"49 East Liberty st, Toronto, ON, Canada","49 E Liberty St, Toronto, ON M6K 0B2, Canada",43.63883,-79.411635
Toronto,Toronto C01,Niagara,2322,King West Condominiums,69,705,85,East Liberty,85 East Liberty St 705 Toronto,M6K 3R4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,SUS,S,,0,Owned,"Concierge, Games Room, Guest Suites, Gym, Visitor Parking",404.56,"1,918.80",C8344918,5/16/2024,"$579,888","$579,888","$579,888",,,,,0,Builder Plan,5/16/2024,5/16/2024,,,763220954,1.90E+14,CITIBLOC REALTY,5/16/2024,,5/16/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672
Toronto,Toronto C01,Waterfront Communities C1,2824,,1,1501,125,Blue Jays,125 Blue Jays Way S 1501 Toronto,M5V 0N5,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,0-5,Sold,S,,0,Owned,"Concierge, Exercise Room, Indoor Pool, Recreation Room, Rooftop Deck/Garden, Visitor Parking",453.99,"2,578.40",C8301858,5/3/2024,"$538,888","$580,000","$538,888","$580,000",108,5/22/2024,7/22/2024,19,Seller,,,,,,,ALAN NEWTON REAL ESTATE LTD.,5/3/2024,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",5/23/2024,"125 Blue Jays st, Toronto, ON, Canada","125 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.645753,-79.3920256
Toronto,Toronto C01,Waterfront Communities C1,2510,Ice Condos,11,4111,12,York,12 York St 4111 Toronto,M5J 0A9,1,1,1 + 1,2,1,Jlte,Condo Apt Apartment,500-599,,TER,Se,,0,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",469,"2,778.30",C8309274,5/6/2024,"$588,000","$588,000","$588,000",,,,,16,Mpac,,,5/22/2024,5/22/2024,,,ROYAL LEPAGE SIGNATURE REALTY,5/6/2024,,5/22/2024,"12 York st, Toronto, ON, Canada","12 York St, Toronto, ON M5J 0A9, Canada",43.6417442,-79.3819559
Toronto,Toronto C01,Waterfront Communities C1,2197,,13,613,156,Portland,156 Portland St 613 Toronto,M5V 0G1,1,,1,1,1,Open,Condo Apt Apartment,600-699,,TER,S,Y,0,Owned,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",500.11,"2,458.50",C8241062,4/16/2024,"$589,900","$589,900","$589,900",,,,,35,Builder Plan,,,5/21/2024,5/21/2024,,,HOMELIFE LANDMARK REALTY INC.,4/16/2024,,5/21/2024,"156 Portland st, Toronto, ON, Canada","156 Portland St, Toronto, ON M5V 0G1, Canada",43.6471229,-79.4013879
Toronto,Toronto C01,Waterfront Communities C1,2406,Library District Condominim,1,701,170,Fort York,170 Fort York Blvd 701 Toronto,M5V 0E6,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,10-Jun,TER,W,,0,Owned,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Visitor Parking",588.18,"2,311.90",C8144152,3/15/2024,"$595,000","$595,000","$595,000",,,,,64,643 Sf As Per Builder Plans,,,5/18/2024,5/18/2024,,1.90E+14,CENTURY 21 ATRIA REALTY INC.,3/15/2024,,5/18/2024,"170 Fort York st, Toronto, ON, Canada","170 Fort York Blvd, Toronto, ON M5V 0E6, Canada",43.6393686,-79.3995846
Toronto,Toronto C01,Waterfront Communities C1,2157,Parade 1,50,650,10,Capreol,10 Capreol Crt 650 Toronto,M5V 4B3,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,15-Nov,TER,E,,0,,Concierge,513.16,"2,325",C8120066,3/6/2024,"$595,000","$595,000","$595,000",,,,,77,As Per Mls,,,5/22/2024,5/22/2024,761570184,1.90E+14,RE/MAX CITY ACCORD REALTY INC.,3/6/2024,,5/22/2024,"10 Capreol st, Toronto, ON, Canada","10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.6401979,-79.3959363
Toronto,Toronto C01,Waterfront Communities C1,2458,,21,4211,85,Queens Wharf,85 Queens Wharf Rd 4211 Toronto,M5V 0J9,1,,1,1,1,Jlte,Condo Apt Apartment,500-599,,TER,N,,0,,"Exercise Room, Gym, Indoor Pool, Party/Meeting Room",410,"2,200",C8263836,4/23/2024,"$598,000","$598,000","$598,000",,,,,30,Previous Listing,,,5/23/2024,5/23/2024,764580877,1.90E+14,RE/MAX PROFESSIONALS INC.,4/23/2024,,5/23/2024,"85 Queens Wharf st, Toronto, ON, Canada","85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6389055,-79.3986983
Toronto,Toronto C01,Kensington-Chinatown,2430,,10,2510,210,Simcoe,210 Simcoe St 2510 Toronto,M5T 0A9,1,,1,1,1,Terr,Condo Apt Apartment,0-499,10-Jun,TER,W,,0,Owned,,382.22,"2,325.30",C8260768,4/22/2024,"$608,800","$599,000","$599,000",,,,,29,As Per Seller,,,5/21/2024,5/21/2024,764300385,1.90E+14,HOME LEGEND REALTY INC.,4/22/2024,,5/21/2024,"210 Simcoe st, Toronto, ON, Canada","210 Simcoe St, Toronto, ON M5T 0A9, Canada",43.6525593,-79.3884782
Toronto,Toronto C01,Waterfront Communities C1,1921,,306,306,458,Richmond,458 Richmond St W 306 Toronto,M5V 0S9,1,,1,1,1,,Condo Apt Apartment,0-499,0-5,TER,S,,0,Owned,"Gym, Party/Meeting Room",465.15,"2,385.20",C8276524,4/26/2024,"$599,900","$599,900","$599,900",,,,,26,Builder,,,5/22/2024,5/22/2024,769210090,1.90E+14,SAVE MAX REGAL REALTY,4/26/2024,,5/22/2024,"458 Richmond st, Toronto, ON, Canada","458 Richmond St W, Toronto, ON M5V 1Y1, Canada",43.64795,-79.3975307
Toronto,Toronto C01,Waterfront Communities C1,1517,,19,2309,381,Front,381 Front St 2309 Toronto,M5V 3R8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,TER,S,,1,,,505.43,"2,225.35",C8301812,5/3/2024,"$599,999","$599,999","$599,999",,,,,18,Agent,,,5/21/2024,5/21/2024,,,ROYAL LEPAGE SIGNATURE REALTY,5/3/2024,,5/21/2024,"381 Front st, Toronto, ON, Canada","381 Front St W, Toronto, ON M5V 3R8, Canada",43.6428078,-79.3926618
Toronto,Toronto C01,Little Portugal,2448,Edge On Triangle Park,10,Ph11E,36,Lisgar,36 Lisgar St Ph11E Toronto,M6J 0C7,2,,2,2,2,Open,Condo Apt Apartment,500-599,10-Jun,TER,E,Y,1,Owned,"Bike Storage, Concierge, Exercise Room, Games Room, Media Room, Party/Meeting Room",613.82,"2,132.07",C8319818,5/8/2024,"$599,999","$599,999","$599,999",,,,,8,Floor Plan,,,5/16/2024,5/16/2024,,,KELLER WILLIAMS REAL ESTATE ASSOCIATES,5/8/2024,,5/16/2024,"36 Lisgar st, Toronto, ON, Canada","36 Lisgar St, Toronto, ON M6J 0C7, Canada",43.6419929,-79.4235282
Toronto,Toronto C01,Niagara,1977,,2,2502,80,Western Battery,80 Western Battery Rd 2502 Toronto,M6K 3S1,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,Sw,Y,1,Common,"Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",578.97,"2,425",C8308880,5/6/2024,"$529,000","$600,000","$529,000","$600,000",113,5/22/2024,7/15/2024,16,Previous Listing,,,,,129770378,1.90E+14,RE/MAX REALTRON REALTY INC.,5/6/2024,"RED HOUSE REALTY, BROKERAGE",5/23/2024,"80 Western Battery st, Toronto, ON, Canada","80 Western Battery Rd, Toronto, ON M6K 3S1, Canada",43.63966,-79.41464
Toronto,Toronto C01,Niagara,2177,,22,422,55,East Liberty,55 East Liberty St 422 Toronto,M6K 3P9,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,W,Y,1,Owned,"Concierge, Gym, Indoor Pool, Media Room, Party/Meeting Room",482.58,"2,125.40",C8312106,5/7/2024,"$620,000","$600,000","$620,000","$600,000",97,5/23/2024,6/14/2024,16,558 Sq As Per Floor Plan,,,,,761770067,1.90E+14,RE/MAX REALTRON REALTY INC.,5/7/2024,"HOUSESIGMA INC., BROKERAGE",5/23/2024,"55 East Liberty st, Toronto, ON, Canada","55 E Liberty St, Toronto, ON M6K 3P9, Canada",43.6386684,-79.4127931
Toronto,Toronto C01,Waterfront Communities C1,2150,,413,413,126,Simcoe,126 Simcoe St 413 Toronto,M5H 4E6,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,S,,0,Owned,"Exercise Room, Indoor Pool",453.29,"2,330.21",C8303290,5/3/2024,"$605,000","$605,000","$605,000",,,,,20,Mls Listing,,,5/22/2024,5/23/2024,,,SAVE MAX RE/BEST REALTY,5/2/2024,,5/23/2024,"126 Simcoe st, Toronto, ON, Canada","126 Simcoe St, Toronto, ON M5H 4E6, Canada",43.6489727,-79.3872946
Toronto,Toronto C01,Waterfront Communities C1,2546,,2,602,11,Charlotte,11 Charlotte St 602 Toronto,M5V 0M6,1,,1,1,1,,Condo Apt Loft,500-599,,TER,S,,0,,"Bike Storage, Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",497.63,"2,152.07",C8245964,4/18/2024,"$610,000","$610,000","$610,000",,,,,34,Floor Plan,,,5/22/2024,5/22/2024,765460065,1.90E+14,REAL ESTATE HOMEWARD,4/18/2024,,5/22/2024,"11 Charlotte st, Toronto, ON, Canada","11 Charlotte St, Toronto, ON M5V 0M6, Canada",43.6464437,-79.3935842
Toronto,Toronto C01,Little Portugal,2210,Bohemian Embassy,29,601,1171,Queen,1171 Queen St W 601 Toronto,M6J 0A5,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,W,,0,Owned,"Bike Storage, Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden",486.53,"2,338.60",C8227102,4/11/2024,"$659,000","$612,000","$659,000","$612,000",93,5/21/2024,8/1/2024,40,620 As Per Mpac,,,,,762100204,1.90E+14,RE/MAX WEST REALTY INC.,4/11/2024,"DREAM HOME REALTY INC., BROKERAGE",5/22/2024,"1171 Queen st, Toronto, ON, Canada","1171 Queen St W, Toronto, ON M6J 0A4, Canada",43.642596,-79.4259513
Toronto,Toronto C01,Bay Street Corridor,1888,One City Hall Place,39,1523B,111,Elizabeth,111 Elizabeth St 1523B Toronto,M5G 1P7,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,W,Y,1,Owned,,537.62,"2,431.90",C8260196,4/22/2024,"$639,000","$614,000","$639,000","$614,000",96,5/15/2024,6/13/2024,23,As Per Mpac,,,,,,,LIVING REALTY INC.,4/22/2024,"WANTHOME REALTY INC., BROKERAGE",5/16/2024,"111 Elizabeth st, Toronto, ON, Canada","111 Elizabeth St, Toronto, ON M5G 1P7, Canada",43.6551126,-79.3848059
Toronto,Toronto C01,Waterfront Communities C1,2301,,37,742,151,Dan Leckie,151 Dan Leckie Way 742 Toronto,M5V 4B2,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,10-Jun,Sold,E,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Recreation Room, Visitor Parking",508,"2,425.24",C8277572,4/27/2024,"$615,000","$615,000","$615,000","$615,000",100,5/13/2024,6/12/2024,16,Floorplan,,,,,,,HOME LEADER REALTY INC.,4/27/2024,"KELLER WILLIAMS CO-ELEVATION REALTY, BROKERAGE",5/23/2024,"151 Dan Leckie st, Toronto, ON, Canada","151 Dan Leckie Way, Toronto, ON M5V 4B2, Canada",43.6398431,-79.3979199
Toronto,Toronto C01,Waterfront Communities C1,2573,,20,520,30,Nelson,30 Nelson St 520 Toronto,M5V 0H5,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,S,,0,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",504.1,"2,465.20",C8232206,4/13/2024,"$618,000","$618,000","$618,000",,,,,38,569 Sqft + 15 Sqft As Per Builder,,,5/21/2024,5/21/2024,,,CENTURY 21 ATRIA REALTY INC.,4/13/2024,,5/21/2024,"30 Nelson st, Toronto, ON, Canada","30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490377,-79.3884119
Toronto,Toronto C01,Waterfront Communities C1,2016,,1,1601,25,Telelgram,25 Telelgram Mews 1601 Toronto,M5V 3Z1,1,,1,1,1,Open,Condo Apt Apartment,500-599,,EXP,N,Y,1,,"Bbqs Allowed, Concierge, Indoor Pool, Media Room, Party/Meeting Room, Sauna",400.78,"2,092.10",C8159534,3/20/2024,"$499,000","$619,000","$619,000",,,,,60,Floorplan,,,,,,,CENTURY 21 LANDUNION REALTY INC.,3/20/2024,,5/20/2024,"25 Telelgram st, Toronto, ON, Canada","25 Telegram Mews, Toronto, ON M5V 3Z1, Canada",43.6411466,-79.3942468
